ID	Sentence A	Sentence B	Predicted BERT	SICK Label
5572	There is no woman snowboarding down an incline and there is no other woman standing behind her.	There is no woman snowboarding down an incline and there is no other woman standing behind her.	C	E
5573	There is no woman squeezing juice out of a lemon.	There is no woman squeezing juice out of a lemon.	C	E
5574	There is no woman standing near three children.	There is no woman standing near three children.	C	E
5575	There is no woman stroking a lemur.	There is no woman stroking a lemur.	C	E
5576	There is no woman tapping her fingers.	There is no woman tapping her fingers.	C	E
5577	There is no woman using a sewing machine.	There is no woman using a sewing machine.	C	E
5578	There is no woman using an eye pencil and applying eye liner to her eyelid.	There is no woman using an eye pencil and applying eye liner to her eyelid.	C	E
5579	There is no woman wearing a blue helmet and riding a bicycle in a parking lot.	There is no woman wearing a blue helmet and riding a bicycle in a parking lot.	C	E
5580	There is no woman wearing a blue shirt with a white vest and a white cap, talking and marching.	There is no woman wearing a blue shirt with a white vest and a white cap, talking and marching.	C	E
5581	There is no woman wearing sunglasses of large size and holding newspapers in both hands.	There is no woman wearing sunglasses of large size and holding newspapers in both hands.	C	E
5582	There is no woman with black hair standing in front of a plywood wall.	There is no woman with black hair standing in front of a plywood wall.	C	E
5583	There is no young Asian woman with pink gloves standing in the snow.	There is no young Asian woman with pink gloves standing in the snow.	C	E
5584	There is no young boy covered in grass jumping near a wooden fence.	There is no young boy covered in grass jumping near a wooden fence.	C	E
5585	There is no young boy jumping in the air with his knees bent and arms spread.	There is no young boy jumping in the air with his knees bent and arms spread.	C	E
5586	There is no young boy playing a wind instrument.	There is no young boy playing a wind instrument.	C	E
5587	There is no young boy playing in the park with his mother.	There is no young boy playing in the park with his mother.	C	E
5588	There is no young boy riding a dirt bike through the mud.	There is no young boy riding a dirt bike through the mud.	C	E
5589	There is no young boy singing and playing a guitar.	There is no young boy singing and playing a guitar.	C	E
5590	There is no young child dressed for cold weather standing outside.	There is no young child dressed for cold weather standing outside.	C	E
5591	There is no young child running outside over the fallen leaves.	There is no young child running outside over the fallen leaves.	C	E
5592	There is no young child splashing in the water.	There is no young child splashing in the water.	C	E
5593	There is no young child standing in front of some trees.	There is no young child standing in front of some trees.	C	E
5594	There is no young child wearing a white coat and playing a game.	There is no young child wearing a white coat and playing a game.	C	E
5595	There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign.	There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign.	C	E
5596	There is no young girl in a winter coat jumping off a boulder into the sand at a beach.	There is no young girl in a winter coat jumping off a boulder into the sand at a beach.	C	E
5597	There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling.	There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling.	C	E
5598	There is no young man with brown hair and sunglasses sitting in front of some cans of soda.	There is no young man with brown hair and sunglasses sitting in front of some cans of soda.	C	E
5599	There is nobody jumping in the air on a board.	There is nobody jumping in the air on a board.	C	E
5603	Three Asian kids are dancing and there is no man looking.	Three Asian kids are dancing and there is no man looking.	C	E
5611	Three boys in karate costumes aren't fighting.	Three boys in karate costumes aren't fighting.	C	E
5641	Three men are not staring at the big green hills in the distance.	Three men are not staring at the big green hills in the distance.	C	E
5675	Tofu isn't being sliced by a woman.	Tofu isn't being sliced by a woman.	C	E
5676	Two adults are not standing on a scooter in a field of yellow flowers.	Two adults are not standing on a scooter in a field of yellow flowers.	C	E
5701	Two boys are not talking on the phone.	Two boys are not talking on the phone.	C	E
5729	Two children and an adult are not standing next to a tree limb.	Two children and an adult are not standing next to a tree limb.	C	E
5739	Two children are not playing in the surf.	Two children are not playing in the surf.	C	E
5740	Two children are not playing soccer in the park.	Two children are not playing soccer in the park.	C	E
5748	Two children are rolling in clean water.	Two children are rolling in clean water.	C	E
5820	Two girls are not playing inside the jumper house.	Two girls are not playing inside the jumper house.	C	E
5834	Two kids are not sticking out blue and green colored tongues.	Two kids are not sticking out blue and green colored tongues.	C	E
5851	Two large persons are standing near a park bench and they have nothing between them.	Two large persons are standing near a park bench and they have nothing between them.	C	E
5852	Two little boys are not wearing tuxedos.	Two little boys are not wearing tuxedos.	C	E
5856	Two males are standing on a cliff edge and no one is jumping into the water.	Two males are standing on a cliff edge and no one is jumping into the water.	C	E
5887	Two men are not fighting.	Two men are not fighting.	C	E
5888	Two men are not holding fishing poles.	Two men are not holding fishing poles.	C	E
5889	Two men are not taking a break from construction.	Two men are not taking a break from construction.	C	E
5893	Two men are playing table football.	Two men are playing table football.	C	E
5900	Two men are standing in deep water.	Two men are standing in deep water.	C	E
5906	Two men are swimming in deep water.	Two men are swimming in deep water.	C	E
5929	Two pandas are not lying together.	Two pandas are not lying together.	C	E
5939	Two people are ignoring the nearby gold statue.	Two people are ignoring the nearby gold statue.	C	E
5941	Two people are in the snow not wearing clothes, which provides camouflage..	Two people are in the snow not wearing clothes, which provides camouflage..	C	E
5943	Two people are kickboxing and spectators are not watching.	Two people are kickboxing and spectators are not watching.	C	E
5948	Two people are not riding motorbikes.	Two people are not riding motorbikes.	C	E
5983	Two people wearing helmets are not riding over the yellow and white flowers.	Two people wearing helmets are not riding over the yellow and white flowers.	C	E
5999	Two sumo ringers are not fighting.	Two sumo ringers are not fighting.	C	E
6017	Two white dogs and one brown dog are not chasing a ball.	Two white dogs and one brown dog are not chasing a ball.	C	E
6018	Two white dogs are not running together.	Two white dogs are not running together.	C	E
6032	Two women are not dancing.	Two women are not dancing.	C	E
6059	Two young women are not sparring in a kickboxing fight.	Two young women are not sparring in a kickboxing fight.	C	E
6072	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance.	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance.	C	E
