Cases that JIGSAW cannot find in PWN
# A Seadoo is being ridden by a woman . 
2	Seadoo	Seadoo	_	NNP	Number=Sing	5	nsubjpass	5:nsubjpass	U
# There is no woman slicing an eggplant . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing meat with a knife . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing potatoes . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing tofu . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman snowboarding down an incline and there is no other woman standing behind her . 
1	There	there	_	EX	_	2	expl	2:expl	U
10	there	there	_	EX	_	11	expl	11:expl	U

# There is no woman squeezing juice out of a lemon . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman standing near three children . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman stroking a lemur . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman tapping her fingers . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman using a sewing machine . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman using an eye pencil and applying eye liner to her eyelid . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman wearing a blue helmet and riding a bicycle in a parking lot . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman wearing a blue shirt with a white vest and a white cap , talking and marching . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman wearing sunglasses of large size and holding newspapers in both hands . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman with black hair standing in front of a plywood wall . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young Asian woman with pink gloves standing in the snow . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young boy covered in grass jumping near a wooden fence . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young boy jumping in the air with his knees bent and arms spread . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young boy playing a wind instrument . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young boy playing in the park with his mother . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young boy riding a dirt bike through the mud . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young boy singing and playing a guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young child dressed for cold weather standing outside . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young child running outside over the fallen leaves . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young child splashing in the water . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young child standing in front of some trees . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young child wearing a white coat and playing a game . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young girl in a winter coat jumping off a boulder into the sand at a beach . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young lady with light brown hair wearing a red necklace , a sweatshirt and earrings and smiling . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no young man with brown hair and sunglasses sitting in front of some cans of soda . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is nobody jumping in the air on a board . 
1	There	there	_	EX	_	2	expl	2:expl	U

# Three Asian kids are dancing and there is no man looking . 
7	there	there	_	EX	_	8	expl	8:expl	U

# Three boys in karate costumes are fighting . 
4	karate	karate	_	JJ	_	5	amod	5:amod	U

# Three boys in karate costumes are n't fighting . 
4	karate	karate	_	JJ	_	5	amod	5:amod	U

# Three boys in karate uniform are sparring . 
4	karate	karate	_	JJ	_	5	amod	5:amod	U

# Three dogs are sniffing at something . 
6	something	something	_	NN	Number=Sing	4	nmod	4:nmod:at	U

# Three men are looking at something nearby . 
6	something	something	_	NN	Number=Sing	4	nmod	4:nmod:at	U

# Three small cats is sniffing at something . 
7	something	something	_	NN	Number=Sing	5	nmod	5:nmod:at	U

# Three small dogs are sniffing at something . 
7	something	something	_	NN	Number=Sing	5	nmod	5:nmod:at	U

# Three teenage girls are dancing in the room . 
2	teenage	teenage	_	JJ	_	3	amod	3:amod	U

# Three teenage girls are idling in the room . 
2	teenage	teenage	_	JJ	_	3	amod	3:amod	U

# Two animals are in a kennel on their hind legs and are facing one another . 
15	another	another	_	DT	_	14	dep	14:dep	U

# Two boys and a man are playing games at an arcade . 
11	arcade	arcade	_	NN	Number=Sing	7	nmod	7:nmod:at	U

# Two boys in white outfits and red protective gear are sparring on a mat . 
8	protective	protective	_	JJ	_	9	amod	9:amod	U

# Two cats are in a kennel on their hind legs and are facing one another . 
15	another	another	_	DT	_	14	dep	14:dep	U

# Two cats are looking at something that is splashing in the water . 
6	something	something	_	NN	Number=Sing	4	nmod	4:nmod:at|9:nsubj	U

# Two children in white outfits and red protective gear are sitting on a mat . 
8	protective	protective	_	JJ	_	9	amod	9:amod	U

# Two children in white outfits and red protective gear are sparring on a mat . 
8	protective	protective	_	JJ	_	9	amod	9:amod	U

# Two daschunds are playing with a red ball . 
2	daschunds	daschund	_	NNS	Number=Plur	4	nsubj	4:nsubj	U

# Two dogs are in a kennel on their hind legs and are facing one another . 
15	another	another	_	DT	_	14	dep	14:dep	U

# Two dogs are looking at something that is moving in the water . 
6	something	something	_	NN	Number=Sing	4	nmod	4:nmod:at|9:nsubj	U

# Two dogs are looking at something that is splashing in the water . 
6	something	something	_	NN	Number=Sing	4	nmod	4:nmod:at|9:nsubj	U

# Two kids and a man are playing games at an arcade . 
11	arcade	arcade	_	NN	Number=Sing	7	nmod	7:nmod:at	U

# Two kids and a woman are playing games at an arcade . 
11	arcade	arcade	_	NN	Number=Sing	7	nmod	7:nmod:at	U

# Two men are playing ping pong . 
6	pong	pong	_	NN	Number=Sing	4	dobj	4:dobj	U

# Two men are seated on a camel and another camel is in the foreground . 
14	foreground	foreground	_	NN	Number=Sing	4	dep	4:dep	U

# Two people are in the snow holding two dogs with golden coats . 
5	the	the	_	DT	Definite=Def	3	nmod	3:nmod:in	U

# Two people are in the snow , wearing clothes that provide camouflage . 
3	are	be	_	VBP	Tense=Pres	6	cop	6:cop	U
6	snow	snow	_	NN	Number=Sing	0	root	_	U
9	clothes	clothes	_	NNS	Number=Plur	8	dobj	8:dobj|11:nsubj	U
12	camouflage	camouflage	_	NN	Number=Sing	11	dobj	11:dobj	U

# Two people are kickboxing and spectators are not watching . 
3	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
4	kickboxing	kickbox	_	VBG	_	0	root	_	U
9	watching	watch	_	VBG	_	4	conj	4:conj:and	U

# Two people are kickboxing and spectators are watching . 
3	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
4	kickboxing	kickbox	_	VBG	_	0	root	_	U
8	watching	watch	_	VBG	_	4	conj	4:conj:and	U

# Two people are kissing near a crowd . 
4	kissing	kiss	_	VBG	_	0	root	_	U
7	crowd	crowd	_	NN	Number=Sing	4	nmod	4:nmod:near	U

# Two people are looking at a gold statue . 
4	looking	look	_	VBG	_	0	root	_	U
8	statue	statue	_	NN	Number=Sing	4	nmod	4:nmod:at	U

# Two people are looking at a statue made of gold . 
4	looking	look	_	VBG	_	0	root	_	U
8	made	make	_	VBN	Tense=Past	7	acl	7:acl	U
10	gold	gold	_	NN	Number=Sing	8	nmod	8:nmod:of	U

# Two people are not riding motorbikes . 
6	motorbikes	motorbike	_	NNS	Number=Plur	5	dobj	5:dobj	U

# Two people are passionately kissing near a crowd . 
5	kissing	kiss	_	VBG	_	0	root	_	U
8	crowd	crowd	_	NN	Number=Sing	5	nmod	5:nmod:near	U

# Two people are playing ping pong . 
6	pong	pong	_	NN	Number=Sing	4	dobj	4:dobj	U

# Two people are riding a bike . 
4	riding	ride	_	VBG	_	0	root	_	U
6	bike	bike	_	NN	Number=Sing	4	dobj	4:dobj	U

# Two people are riding a motorcycle . 
4	riding	ride	_	VBG	_	0	root	_	U
6	motorcycle	motorcycle	_	NN	Number=Sing	4	dobj	4:dobj	U

# Two people are riding motorbikes . 
5	motorbikes	motorbike	_	NNS	Number=Plur	4	dobj	4:dobj	U

# Two people are seated near a camel and another camel is in the foreground . 
4	seated	seat	_	VBN	Tense=Past	0	root	_	U
7	camel	camel	_	NN	Number=Sing	4	nmod	4:nmod:near	U
11	is	be	_	VBZ	Person=3|Tense=Pres	14	cop	14:cop	U
14	foreground	foreground	_	NN	Number=Sing	4	dep	4:dep	U

# Two people are seated on a camel and another camel is in the foreground . 
4	seated	seat	_	VBN	Tense=Past	0	root	_	U
7	camel	camel	_	NN	Number=Sing	4	nmod	4:nmod:on	U
11	is	be	_	VBZ	Person=3|Tense=Pres	14	cop	14:cop	U
14	foreground	foreground	_	NN	Number=Sing	4	dep	4:dep	U

# Two people are sitting comfortably on the bench . 
5	comfortably	comfortably	_	RB	_	4	advmod	4:advmod	U
8	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are sitting in lawn chairs and are reading books . 
4	sitting	sit	_	VBG	_	0	root	_	U
7	chairs	chair	_	NNS	Number=Plur	4	nmod	4:nmod:in	U
11	books	book	_	NNS	Number=Plur	10	dobj	10:dobj	U

# Two people are sitting on a bench . 
4	sitting	sit	_	VBG	_	0	root	_	U
7	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are sitting on a park bench on a hot day . 
4	sitting	sit	_	VBG	_	0	root	_	U
8	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U
12	day	day	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are sitting on a park bench on a rainy day . 
4	sitting	sit	_	VBG	_	0	root	_	U
8	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U
12	day	day	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are sitting on a park bench on a sunny day . 
4	sitting	sit	_	VBG	_	0	root	_	U
8	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U
12	day	day	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are sitting on a white bench . 
4	sitting	sit	_	VBG	_	0	root	_	U
8	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are sitting with laden baskets and blankets . 
4	sitting	sit	_	VBG	_	0	root	_	U
7	baskets	basket	_	NNS	Number=Plur	4	nmod	4:nmod:with	U
9	blankets	blanket	_	NNS	Number=Plur	7	conj	4:nmod:with|7:conj:and	U

# Two people are standing in the ocean and looking at the sunset . 
4	standing	stand	_	VBG	_	0	root	_	U
7	ocean	ocean	_	NN	Number=Sing	4	nmod	4:nmod:in	U
9	looking	look	_	VBG	_	4	conj	4:conj:and	U
12	sunset	sunset	_	NN	Number=Sing	9	nmod	9:nmod:at	U

# Two people are standing in the ocean and watching the sunset . 
4	standing	stand	_	VBG	_	0	root	_	U
7	ocean	ocean	_	NN	Number=Sing	4	nmod	4:nmod:in	U
9	watching	watch	_	VBG	_	4	conj	4:conj:and	U
11	sunset	sunset	_	NN	Number=Sing	9	dobj	9:dobj	U

# Two people are standing on a bench . 
4	standing	stand	_	VBG	_	0	root	_	U
7	bench	bench	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are stopping on a motorcycle . 
4	stopping	stop	_	VBG	_	0	root	_	U
7	motorcycle	motorcycle	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two people are talking . 
4	talking	talk	_	VBG	_	0	root	_	U

# Two people are wading through the water . 
4	wading	wade	_	VBG	_	0	root	_	U
7	water	water	_	NN	Number=Sing	4	nmod	4:nmod:through	U

# Two people are walking near the water . 
4	walking	walk	_	VBG	_	0	root	_	U
7	water	water	_	NN	Number=Sing	4	nmod	4:nmod:near	U

# Two people are walking two dogs with golden coats in the snow . 
4	walking	walk	_	VBG	_	0	root	_	U
6	dogs	dog	_	NNS	Number=Plur	4	dobj	4:dobj	U
9	coats	coat	_	NNS	Number=Plur	4	nmod	4:nmod:with	U
12	snow	snow	_	NN	Number=Sing	9	nmod	9:nmod:in	U

# Two people are walking with laden baskets and blankets . 
4	walking	walk	_	VBG	_	0	root	_	U
7	baskets	basket	_	NNS	Number=Plur	4	nmod	4:nmod:with	U
9	blankets	blanket	_	NNS	Number=Plur	7	conj	4:nmod:with|7:conj:and	U

# Two people are walking with laden baskets and colorful blankets . 
4	walking	walk	_	VBG	_	0	root	_	U
7	baskets	basket	_	NNS	Number=Plur	4	nmod	4:nmod:with	U
10	blankets	blanket	_	NNS	Number=Plur	7	conj	4:nmod:with|7:conj:and	U

# Two people dressed in green and red costumes are outside near the street . 
3	dressed	dress	_	VBN	Tense=Past	2	acl	2:acl	U
5	green	green	_	JJ	_	8	amod	8:amod	U
13	street	street	_	NN	Number=Sing	10	nmod	10:nmod:near	U

# Two people dressed in green and red costumes are outside on the seashore . 
3	dressed	dress	_	VBN	Tense=Past	2	acl	2:acl	U
5	green	green	_	JJ	_	8	amod	8:amod	U
13	seashore	seashore	_	NN	Number=Sing	10	nmod	10:nmod:on	U

# Two people dressed in green and red costumes are outside on the sidewalk . 
3	dressed	dress	_	VBN	Tense=Past	2	acl	2:acl	U
5	green	green	_	JJ	_	8	amod	8:amod	U

# Two people in a race are flipping the tires of a tractor . 
2	people	people	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
7	flipping	flip	_	VBG	_	0	root	_	U
9	tires	tire	_	NNS	Number=Plur	7	dobj	7:dobj	U
12	tractor	tractor	_	NN	Number=Sing	9	nmod	9:nmod:of	U

# Two people in snowsuits are lying in the snow and making snow angels . 
2	people	people	_	NNS	Number=Plur	6	nsubj	6:nsubj|11:nsubj	U
6	lying	lie	_	VBG	_	0	root	_	U
9	snow	snow	_	NN	Number=Sing	6	nmod	6:nmod:in	U
13	angels	angel	_	NNS	Number=Plur	11	dobj	11:dobj	U

# Two people in two chairs are reading . 
2	people	people	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
7	reading	read	_	VBG	_	0	root	_	U

# Two people in two chairs are reading pleasantly . 
2	people	people	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
8	pleasantly	pleasantly	_	RB	_	7	advmod	7:advmod	U

# Two people in two chairs are talking . 
2	people	people	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
7	talking	talk	_	VBG	_	0	root	_	U

# Two people wearing helmets are driving over the yellow and white flowers . 
6	driving	drive	_	VBG	_	0	root	_	U
9	yellow	yellow	_	JJ	_	12	amod	12:amod	U
12	flowers	flower	_	NNS	Number=Plur	6	nmod	6:nmod:over	U

# Two people wearing helmets are not riding over the yellow and white flowers . 
7	riding	ride	_	VBG	_	0	root	_	U
10	yellow	yellow	_	JJ	_	13	amod	13:amod	U
13	flowers	flower	_	NNS	Number=Plur	7	nmod	7:nmod:over	U

# Two people wearing helmets are riding over the yellow and white flowers . 
6	riding	ride	_	VBG	_	0	root	_	U
9	yellow	yellow	_	JJ	_	12	amod	12:amod	U
12	flowers	flower	_	NNS	Number=Plur	6	nmod	6:nmod:over	U

# Two people wearing snowsuits are on the ground making snow angels . 
5	are	be	_	VBP	Tense=Pres	8	cop	8:cop	U
11	angels	angel	_	NNS	Number=Plur	9	dobj	9:dobj	U

# Two persons are driving down the street in a jeep . 
4	driving	drive	_	VBG	_	0	root	_	U
7	street	street	_	NN	Number=Sing	4	nmod	4:nmod:down	U
10	jeep	jeep	_	NN	Number=Sing	4	nmod	4:nmod:in	U

# Two persons are shaking hands . 
5	hands	hand	_	NNS	Number=Plur	4	dobj	4:dobj	U

# Two persons of large size are sitting on a park bench and they have a bottle of soda between them . 
2	persons	person	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
7	sitting	sit	_	VBG	_	0	root	_	U
11	bench	bench	_	NN	Number=Sing	7	nmod	7:nmod:on	U
14	have	have	_	VBP	Tense=Pres	7	conj	7:conj:and	U
16	bottle	bottle	_	NN	Number=Sing	14	dobj	14:dobj	U
18	soda	soda	_	NN	Number=Sing	16	nmod	16:nmod:of	U

# Two poodles are in the snow and one is jumping . 
3	are	be	_	VBP	Tense=Pres	6	cop	6:cop	U
6	snow	snow	_	NN	Number=Sing	0	root	_	U
10	jumping	jump	_	VBG	_	6	conj	6:conj:and	U

# Two poodles are in the snow and one is jumping high . 
3	are	be	_	VBP	Tense=Pres	6	cop	6:cop	U
6	snow	snow	_	NN	Number=Sing	0	root	_	U
11	high	high	_	JJ	_	10	advmod	10:advmod	U

# Two poodles are in the snow and one is lying down . 
3	are	be	_	VBP	Tense=Pres	6	cop	6:cop	U
6	snow	snow	_	NN	Number=Sing	0	root	_	U

# Two race cars are on a road in front of a grassy parking area . 
4	are	be	_	VBP	Tense=Pres	7	cop	7:cop	U
7	road	road	_	NN	Number=Sing	0	root	_	U
9	front	front	_	NN	Number=Sing	7	nmod	8:mwe	U
14	area	area	_	NN	Number=Sing	9	nmod	7:nmod:in_front_of	U

# Two small boys dressed in tuxedos are sitting on a red carpeted floor . 
4	dressed	dress	_	VBN	Tense=Past	3	acl	3:acl	U
8	sitting	sit	_	VBG	_	0	root	_	U
13	floor	floor	_	NN	Number=Sing	8	nmod	8:nmod:on	U

# Two small boys dressed in tuxedos are standing on a red carpeted floor . 
4	dressed	dress	_	VBN	Tense=Past	3	acl	3:acl	U
8	standing	stand	_	VBG	_	0	root	_	U
13	floor	floor	_	NN	Number=Sing	8	nmod	8:nmod:on	U

# Two small children are idling in the street . 
5	idling	idle	_	VBG	_	0	root	_	U
8	street	street	_	NN	Number=Sing	5	nmod	5:nmod:in	U

# Two small children are playing with a toy car in the street . 
5	playing	play	_	VBG	_	0	root	_	U
9	car	car	_	NN	Number=Sing	5	nmod	5:nmod:with	U
12	street	street	_	NN	Number=Sing	5	nmod	5:nmod:in	U

# Two spectators are kickboxing and some people are watching . 
3	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
4	kickboxing	kickbox	_	VBG	_	0	root	_	U
9	watching	watch	_	VBG	_	4	conj	4:conj:and	U

# Two sumo ringers are fighting . 
5	fighting	fight	_	VBG	_	0	root	_	U

# Two sumo ringers are not fighting . 
6	fighting	fight	_	VBG	_	0	root	_	U

# Two sumo wrestlers are fighting . 
5	fighting	fight	_	VBG	_	0	root	_	U

# Two tall basketball players are scrambling for the ball on the court . 
6	scrambling	scramble	_	VBG	_	0	root	_	U
9	ball	ball	_	NN	Number=Sing	6	nmod	6:nmod:for	U
12	court	court	_	NN	Number=Sing	9	nmod	9:nmod:on	U

# Two teammates are lifting a football player in a red and white uniform . 
4	lifting	lift	_	VBG	_	0	root	_	U
7	player	player	_	NN	Number=Sing	4	dobj	4:dobj	U
10	red	red	_	JJ	_	13	amod	13:amod	U
13	uniform	uniform	_	NN	Number=Sing	4	nmod	4:nmod:in	U

# Two teams are competing in a baseball game . 
4	competing	compete	_	VBG	_	0	root	_	U
8	game	game	_	NN	Number=Sing	4	nmod	4:nmod:in	U

# Two teams are competing in a football match . 
4	competing	compete	_	VBG	_	0	root	_	U
8	match	match	_	NN	Number=Sing	4	nmod	4:nmod:in	U

# Two teams are enthusiastically playing soccer . 
6	soccer	soccer	_	NN	Number=Sing	5	dobj	5:dobj	U

# Two teams are playing soccer . 
5	soccer	soccer	_	NN	Number=Sing	4	dobj	4:dobj	U

# Two teenage girls are wearing fancy dresses at an event . 
7	dresses	dress	_	NNS	Number=Plur	5	dobj	5:dobj	U
10	event	event	_	NN	Number=Sing	5	nmod	5:nmod:at	U

# Two toddlers are eating corndogs in a wagon , which is really small . 
4	eating	eat	_	VBG	_	0	root	_	U
5	corndogs	corndog	_	NNS	Number=Plur	4	dobj	4:dobj	U
8	wagon	wagon	_	NN	Number=Sing	4	nmod	4:nmod:in|13:nsubj	U
13	small	small	_	JJ	_	8	acl:relcl	8:acl:relcl	U

# Two toddlers are eating on a really small wagon full of corndogs . 
4	eating	eat	_	VBG	_	0	root	_	U
10	full	full	_	JJ	_	9	amod	9:amod	U
12	corndogs	corndog	_	NNS	Number=Plur	10	nmod	10:nmod:of	U

# Two toddlers are sleeping in a wagon , which is really small . 
4	sleeping	sleep	_	VBG	_	0	root	_	U
7	wagon	wagon	_	NN	Number=Sing	4	nmod	4:nmod:in|12:nsubj	U
12	small	small	_	JJ	_	7	acl:relcl	7:acl:relcl	U

# Two twin preteen boys are dueling with sticks . 
5	are	be	_	VBP	Tense=Pres	6	aux	6:aux	U
6	dueling	duel	_	VBG	_	0	root	_	U
8	sticks	stick	_	NNS	Number=Plur	6	nmod	6:nmod:with	U

# Two twin preteen boys are playing with cards . 
6	playing	play	_	VBG	_	0	root	_	U
8	cards	card	_	NNS	Number=Plur	6	nmod	6:nmod:with	U

# Two twin preteen kids are dueling with sticks . 
5	are	be	_	VBP	Tense=Pres	6	aux	6:aux	U
6	dueling	duel	_	VBG	_	0	root	_	U
8	sticks	stick	_	NNS	Number=Plur	6	nmod	6:nmod:with	U

# Two white cats are playing with a brown dog and a ball . 
5	playing	play	_	VBG	_	0	root	_	U
9	dog	dog	_	NN	Number=Sing	5	nmod	5:nmod:with	U
12	ball	ball	_	NN	Number=Sing	9	conj	5:nmod:with|9:conj:and	U

# Two white dogs and one brown dog are chasing a ball . 
3	dogs	dog	_	NNS	Number=Plur	9	nsubj	9:nsubj	U
9	chasing	chase	_	VBG	_	0	root	_	U
11	ball	ball	_	NN	Number=Sing	9	dobj	9:dobj	U

# Two white dogs and one brown dog are chasing a toy . 
3	dogs	dog	_	NNS	Number=Plur	9	nsubj	9:nsubj	U
9	chasing	chase	_	VBG	_	0	root	_	U
11	toy	toy	_	NN	Number=Sing	9	dobj	9:dobj	U

# Two white dogs and one brown dog are not chasing a ball . 
3	dogs	dog	_	NNS	Number=Plur	10	nsubj	10:nsubj	U
10	chasing	chase	_	VBG	_	0	root	_	U
12	ball	ball	_	NN	Number=Sing	10	dobj	10:dobj	U

# Two white dogs are not running together . 
7	together	together	_	RB	_	6	advmod	6:advmod	U

# Two white dogs are playing with a brown dog and a ball . 
5	playing	play	_	VBG	_	0	root	_	U
9	dog	dog	_	NN	Number=Sing	5	nmod	5:nmod:with	U
12	ball	ball	_	NN	Number=Sing	9	conj	5:nmod:with|9:conj:and	U

# Two white dogs are playing with a brown dog and a tennis ball . 
5	playing	play	_	VBG	_	0	root	_	U
9	dog	dog	_	NN	Number=Sing	5	nmod	5:nmod:with	U
13	ball	ball	_	NN	Number=Sing	9	conj	5:nmod:with|9:conj:and	U

# Two white dogs are quickly running together . 
7	together	together	_	RB	_	6	advmod	6:advmod	U

# Two white dogs are running and jumping along a beach . 
5	running	run	_	VBG	_	0	root	_	U
10	beach	beach	_	NN	Number=Sing	7	dobj	7:dobj	U

# Two white dogs are running together . 
6	together	together	_	RB	_	5	advmod	5:advmod	U

# Two white puppies are playing near a pool . 
5	playing	play	_	VBG	_	0	root	_	U
8	pool	pool	_	NN	Number=Sing	5	nmod	5:nmod:near	U

# Two white puppies are playing near water . 
5	playing	play	_	VBG	_	0	root	_	U
7	water	water	_	NN	Number=Sing	5	nmod	5:nmod:near	U

# Two women are competing in a tire rolling race . 
4	competing	compete	_	VBG	_	0	root	_	U
9	race	race	_	NN	Number=Sing	4	nmod	4:nmod:in	U

# Two women are dancing . 
4	dancing	dance	_	VBG	_	0	root	_	U

# Two women are dancing and singing in front of a crowd . 
4	dancing	dance	_	VBG	_	0	root	_	U
6	singing	singing	_	NN	Number=Sing	4	conj	4:conj:and	U
8	front	front	_	NN	Number=Sing	4	nmod	7:mwe	U
11	crowd	crowd	_	NN	Number=Sing	8	nmod	4:nmod:in_front_of	U

# Two women are dancing and singing in front of many people . 
4	dancing	dance	_	VBG	_	0	root	_	U
6	singing	singing	_	NN	Number=Sing	4	conj	4:conj:and	U
8	front	front	_	NN	Number=Sing	4	nmod	7:mwe	U
11	people	people	_	NNS	Number=Plur	8	nmod	4:nmod:in_front_of	U

# Two women are happily dancing . 
5	dancing	dance	_	VBG	_	0	root	_	U

# Two women are naked and are standing on the sand . 
4	naked	naked	_	JJ	_	0	root	_	U
7	standing	stand	_	VBG	_	4	conj	4:conj:and	U
10	sand	sand	_	NN	Number=Sing	7	nmod	7:nmod:on	U

# Two women are not dancing . 
5	dancing	dancing	_	NN	Number=Sing	0	root	_	U

# Two women are sparring in a kickboxing match . 
4	sparring	spar	_	VBG	_	0	root	_	U
8	match	match	_	NN	Number=Sing	4	nmod	4:nmod:in	U

# Two women are standing together and one is looking through binoculars . 
5	together	together	_	RB	_	4	advmod	4:advmod	U
9	looking	look	_	VBG	_	4	conj	4:conj:and	U
11	binoculars	binoculars	_	NNS	Number=Plur	9	nmod	9:nmod:through	U

# Two women are talking . 
4	talking	talk	_	VBG	_	0	root	_	U

# Two women are wearing bikinis and are walking on the sand . 
5	bikinis	bikini	_	NNS	Number=Plur	4	dobj	4:dobj	U
8	walking	walk	_	VBG	_	4	conj	4:conj:and	U
11	sand	sand	_	NN	Number=Sing	8	nmod	8:nmod:on	U

# Two women are wearing bikinis and walking on the sand . 
5	bikinis	bikini	_	NNS	Number=Plur	4	dobj	4:dobj	U
7	walking	walk	_	VBG	_	4	conj	4:conj:and	U
10	sand	sand	_	NN	Number=Sing	7	nmod	7:nmod:on	U

# Two women are wearing bikinis on the beach which is sandy . 
5	bikinis	bikini	_	NNS	Number=Plur	4	dobj	4:dobj|11:nsubj	U
8	beach	beach	_	NN	Number=Sing	5	nmod	5:nmod:on	U
11	sandy	sandy	_	JJ	_	5	acl:relcl	5:acl:relcl	U

# Two women are wearing bikinis on the sandy beach . 
5	bikinis	bikini	_	NNS	Number=Plur	4	dobj	4:dobj	U
9	beach	beach	_	NN	Number=Sing	4	nmod	4:nmod:on	U

# Two women dressed in white and black are relaxing on a bench . 
3	dressed	dress	_	VBN	Tense=Past	2	acl	2:acl	U
5	white	white	_	JJ	_	3	nmod	3:nmod:in	U
9	relaxing	relax	_	VBG	_	0	root	_	U
12	bench	bench	_	NN	Number=Sing	9	nmod	9:nmod:on	U

# Two women dressed in white and black are sitting on a bench . 
3	dressed	dress	_	VBN	Tense=Past	2	acl	2:acl	U
5	white	white	_	JJ	_	3	nmod	3:nmod:in	U
9	sitting	sit	_	VBG	_	0	root	_	U
12	bench	bench	_	NN	Number=Sing	9	nmod	9:nmod:on	U

# Two women with black hair are standing in front of a plywood wall . 
2	women	woman	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
7	standing	stand	_	VBG	_	0	root	_	U
9	front	front	_	NN	Number=Sing	7	nmod	8:mwe	U
13	wall	wall	_	NN	Number=Sing	9	nmod	7:nmod:in_front_of	U

# Two women with black hair are standing steadily in front of a plywood wall . 
2	women	woman	_	NNS	Number=Plur	7	nsubj	7:nsubj	U
8	steadily	steadily	_	RB	_	7	advmod	7:advmod	U
10	front	front	_	NN	Number=Sing	7	nmod	9:mwe	U
14	wall	wall	_	NN	Number=Sing	10	nmod	7:nmod:in_front_of	U

# Two women with dogs are walking on a forest path . 
2	women	woman	_	NNS	Number=Plur	6	nsubj	6:nsubj	U
6	walking	walk	_	VBG	_	0	root	_	U
10	path	path	_	NN	Number=Sing	6	nmod	6:nmod:on	U

# Two women with folded arms , who are young , are looking at the screen . 
2	women	woman	_	NNS	Number=Plur	12	nsubj	12:nsubj	U
5	arms	arm	_	NNS	Number=Plur	2	nmod	2:nmod:with|9:nsubj	U
11	are	be	_	VBP	Tense=Pres	12	aux	9:cop	U

# Two young boys are looking up at the camera and one is sticking out his tongue . 
