pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
9145	The snowboarder is jumping off a snow covered hill	The snowboarder is jumping off the snow	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a snowboarder jumps off the snow	the snowboarder jumps off a snow covered hill	FLICKR	FLICKR	TEST,[covered, hill]
9147	The snowboarder is jumping off a snow covered hill	A snowboarder is jumping off the snow	ENTAILMENT	4.165	A_entails_B	B_neutral_A	a snowboarder jumps off the snow	the snowboarder jumps off a snow covered hill	FLICKR	FLICKR	TRAIN,[covered, hill]
9149	A boy is wearing a black dress and is carrying a white cross	A lady is wearing a black dress and is carrying a white cross	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a lady wearing a black dress carrying a white cross	a lady wearing a black dress carrying a white cross	FLICKR	FLICKR	TEST,[boy, lady]
9151	A man in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	a woman stands, in a black dress pulling a cart, in front of two men seated on a park bench	a woman stands, in a black dress pulling a cart, in front of two men seated on a park bench	FLICKR	FLICKR	TEST,[man, woman]
9157	A boy in a swimsuit is sitting on top of a circular fountain	A boy in a swimsuit is sitting on a circular fountain	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a boy in a swimsuit sitting on top of a circular fountain	a boy in a swimsuit sitting on top of a circular fountain	FLICKR	FLICKR	TEST,[top, of]
9158	There is no boy in a swimsuit sitting on top of a circular fountain	A boy in a swimsuit is sitting on top of a circular fountain	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	a boy in a swimsuit sitting on top of a circular fountain	a boy in a swimsuit sitting on top of a circular fountain	FLICKR	FLICKR	TEST,[There, no]
9160	A boy is standing next to the opening of a fountain	A girl is standing next to the opening of a fountain	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a boy next to the opening of a fountain	a boy next to the opening of a fountain	FLICKR	FLICKR	TRAIN,[boy, girl]
9166	A brown and white animal is jumping on the sidewalk	A brown and white dog is jumping on the sidewalk	ENTAILMENT	4.5	A_entails_B	B_entails_A	a brown and white dog jumps on the sidewalk	a brown and white dog jumps on the sidewalk	FLICKR	FLICKR	TEST,[animal, dog]
9167	A brown and white cat is jumping on the sidewalk	A brown and white dog is jumping on the sidewalk	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a brown and white dog jumps on the sidewalk	a brown and white dog jumps on the sidewalk	FLICKR	FLICKR	TRAIN,[cat, dog]
9168	A small brown and white dog is running on the sidewalk	A little brown and white dog is running on the sidewalk	ENTAILMENT	4.9	A_entails_B	B_entails_A	little brown and white dog running on the sidewalk	little brown and white dog running on the sidewalk	FLICKR	FLICKR	TEST,[small, little]
9169	A little brown and white dog is running on the sidewalk	A little brown and white dog is running on the road	NEUTRAL	3.7	A_neutral_B	B_neutral_A	little brown and white dog running on the sidewalk	little brown and white dog running on the sidewalk	FLICKR	FLICKR	TRIAL,[sidewalk, road]
9175	The person is hiking	The person is walking	ENTAILMENT	4.3	A_entails_B	B_neutral_A	the person is hiking	the person is hiking	FLICKR	FLICKR	TEST,[hiking, walking]
9185	A yellow cat is chasing a ball	A yellow dog is chasing a ball	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a yellow dog anticipates a ball	a yellow dog anticipates a ball	FLICKR	FLICKR	TRAIN,[cat, dog]
9187	There is no dog turning on the grass and pursuing a flying ball	A dog is turning on the grass and pursuing a flying ball	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a dog turns on the grass to persue a flying ball	a dog turns on the grass to persue a flying ball	FLICKR	FLICKR	TRAIN,[There, no]
9193	A woman in blue jeans is standing in front of a group of children beside a house made of stone	A woman in blue jeans is standing in front of a group of children beside a stone built house	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman in blue jeans is standing in front of a group of children beside a stone built house	a woman in blue jeans is standing in front of a group of children beside a stone built house	FLICKR	FLICKR	TRAIN,[made, built]
9194	A man in blue jeans is standing in front of a group of children beside a stone built house	A woman in blue jeans is standing in front of a group of children beside a stone built house	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a woman in blue jeans is standing in front of a group of children beside a stone built house	a woman in blue jeans is standing in front of a group of children beside a stone built house	FLICKR	FLICKR	TRAIN,[man, woman]
9203	A girl in a strange outfit is riding the bike	A boy in a strange outfit is riding the bike	NEUTRAL	4	A_neutral_B	B_neutral_A	a girls in a strange outfit rides her bike	a girls in a strange outfit rides her bike	FLICKR	FLICKR	TEST,[girl, boy]
9205	A woman is wearing paint and costume pieces and is riding a bike on a empty street	A woman is wearing paint and costume pieces and is riding a bike on a busy street	NEUTRAL	3.915	A_neutral_B	B_contradicts_A	a woman wearing paint and costume pieces rides a bike on a busy street	a woman wearing paint and costume pieces rides a bike on a busy street	FLICKR	FLICKR	TEST,[empty, busy]
9212	There is no guy leaping into the air in a wooded area	A guy is leaping into the air in a wooded area	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a guy leaps into the air in a wooded area	a guy leaps into the air in a wooded area	FLICKR	FLICKR	TRAIN,[There, no]
9214	A shirtless man is jumping over a log	A shirtless woman is jumping over a log	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a shirtless man jumps over a log	a shirtless man jumps over a log	FLICKR	FLICKR	TEST,[man, woman]
9220	The black dog is carrying a blue and white ball in its mouth	The black dog is carrying a blue and white toy in its mouth	ENTAILMENT	4.9	A_entails_B	B_neutral_A	the black dog is carrying a blue and white ball in it's mouth	the black dog is carrying a blue and white ball in it's mouth	FLICKR	FLICKR	TEST,[ball, toy]
9222	A dog is running with a volleyball	A dog is running with a ball	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a dog runs with a volleyball	a dog runs with a volleyball	FLICKR	FLICKR	TRAIN,[volleyball, ball]
9223	There is no dog running with a volleyball	A dog is running with a volleyball	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a dog runs with a volleyball	a dog runs with a volleyball	FLICKR	FLICKR	TRAIN,[There, no]
9230	A girl in a band is playing the flute	A boy in a band is playing the flute	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a girl in a band is playing the flute	a girl in a band is playing the flute	FLICKR	FLICKR	TRAIN,[girl, boy]
9233	A girl in a uniform is playing the flute with a band	A girl in a band is playing the flute	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a girl in a band is playing the flute	girl in uniform playing flute with marching band	FLICKR	FLICKR	TRAIN,[uniform, with]
9238	A man is standing at the wheel of a classic American car that has its door and trunk open	A person is standing at the wheel of a classic American car that has its door and trunk open	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man stands at the wheel of a classic american car, door and trunk open	a man stands at the wheel of a classic american car, door and trunk open	FLICKR	FLICKR	TRAIN,[man, person]
9239	A man is standing at the wheel of a classic American car that has its door and trunk open	A woman is standing at the wheel of a classic American car that has its door and trunk open	NEUTRAL	4	A_neutral_B	B_neutral_A	a man stands at the wheel of a classic american car, door and trunk open	a man stands at the wheel of a classic american car, door and trunk open	FLICKR	FLICKR	TRAIN,[man, woman]
9240	The man in blue is posing for a picture next to a vehicle	The man in blue is posing for a picture next to a car	ENTAILMENT	4.8	A_entails_B	B_entails_A	the man in the blue is posing for a picture next to his car	the man in the blue is posing for a picture next to his car	FLICKR	FLICKR	TRAIN,[vehicle, car]
9241	The man in blue is posing for a picture next to a car	The woman in blue is posing for a picture next to a car	NEUTRAL	3.3	A_neutral_B	B_neutral_A	the man in the blue is posing for a picture next to his car	the man in the blue is posing for a picture next to his car	FLICKR	FLICKR	TRAIN,[man, woman]
9248	Two people are standing on a bench	Two people are sitting on a bench	NEUTRAL	3.7	A_neutral_B	B_contradicts_A	two people on a bench	two people on a bench	FLICKR	FLICKR	TEST,[standing, sitting]
9250	A man is sitting near a flower bed and is overlooking a tunnel	A woman is sitting near a flower bed and is overlooking a tunnel	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a woman is sitting near a flower bed overlooking a tunnel	a woman is sitting near a flower bed overlooking a tunnel	FLICKR	FLICKR	TRAIN,[man, woman]
9265	Two dogs are in a kennel on their hind legs and are facing one another	Two animals are in a kennel on their hind legs and are facing one another	ENTAILMENT	4.6	A_entails_B	B_neutral_A	two dogs in a kennel on their hind legs facing one another	two dogs in a kennel on their hind legs facing one another	FLICKR	FLICKR	TEST,[dogs, animals]
9266	Two dogs are in a kennel on their hind legs and are facing one another	Two cats are in a kennel on their hind legs and are facing one another	ENTAILMENT	3.4	A_entails_B	B_neutral_A	two dogs in a kennel on their hind legs facing one another	two dogs in a kennel on their hind legs facing one another	FLICKR	FLICKR	TEST,[dogs, cats]
9274	Two dogs and two people are walking in the woods	Two dogs and two people are walking in a wood	ENTAILMENT	4.5	A_entails_B	B_entails_A	two dogs and two people in the woods	two dogs and two people in the woods	FLICKR	FLICKR	TRAIN,[woods, wood]
9275	Two dogs and two people are sitting in the woods	Two dogs and two people are walking in the woods	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	two dogs and two people in the woods	two dogs and two people in the woods	FLICKR	FLICKR	TRAIN,[sitting, walking]
9276	Two women with dogs are walking on a forest path	Two girl with dogs are walking on a forest path	ENTAILMENT	4	A_entails_B	B_neutral_A	two women with their dogs on a forest path	two women with their dogs on a forest path	FLICKR	FLICKR	TEST,[women, girl]
9277	Two women with dogs are walking on a forest path	Two men with dogs are walking on a forest path	NEUTRAL	4	A_neutral_B	B_neutral_A	two women with their dogs on a forest path	two women with their dogs on a forest path	FLICKR	FLICKR	TEST,[women, men]
9283	A man is snowboarding down a railing in the snow	A person is snowboarding down a railing in the snow	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is snowboarding down a railing in the snow	a man is snowboarding down a railing in the snow	FLICKR	FLICKR	TEST,[man, person]
9284	A man is snowboarding down a railing in the snow	A woman is snowboarding down a railing in the snow	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man is snowboarding down a railing in the snow	a man is snowboarding down a railing in the snow	FLICKR	FLICKR	TRAIN,[man, woman]
9285	A man is skiing down a hill and over a red obstacle	A man is skiing down a hill and jumping a red obstacle	ENTAILMENT	4.4	A_entails_B	B_entails_A	a man skiing down a hill and over a red obstacle	a man skiing down a hill and over a red obstacle	FLICKR	FLICKR	TRAIN,[over, jumping]
9286	A woman is skiing down a hill and over a red obstacle	A man is skiing down a hill and over a red obstacle	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man skiing down a hill and over a red obstacle	a man skiing down a hill and over a red obstacle	FLICKR	FLICKR	TEST,[woman, man]
9292	Two men are taking a break from construction	Two men are taking a break from work	ENTAILMENT	4.1	A_entails_B	B_neutral_A	two men take a break from construction	two men take a break from construction	FLICKR	FLICKR	TRAIN,[construction, work]
9294	Two construction workers are sitting up on the side of a palace	Two construction workers are sitting up on the side of a building	ENTAILMENT	4.1	A_entails_B	B_neutral_A	two construction workers are sitting up on the side of a building	two construction workers are sitting up on the side of a building	FLICKR	FLICKR	TEST,[palace, building]
9295	Two construction workers are sitting up on the side of a building	Two construction workers are sitting up on the top of a building	NEUTRAL	3.4	A_neutral_B	B_neutral_A	two construction workers are sitting up on the side of a building	two construction workers are sitting up on the side of a building	FLICKR	FLICKR	TRAIN,[side, top]
9302	A man in a red shirt is doing a trick with the rollerblades	A man in a red shirt is doing a trick with the skateboard	NEUTRAL	3.365	A_neutral_B	B_neutral_A	a man in a red shirt is doing a trick with his skateboard	a man in a red shirt is doing a trick with his skateboard	FLICKR	FLICKR	TEST,[rollerblades, skateboard]
9311	A snowboarder is grinding down a long concrete rail	There is no snowboarder grinding down a long concrete rail	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a snowboarder is grinding down a long concrete rail	a snowboarder is grinding down a long concrete rail	FLICKR	FLICKR	TEST,[There, no]
9312	A person is doing acrobatics on a snowboard	A person is doing a trick on a snowboard	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a person doing a trick on a snowboard	a person doing a trick on a snowboard	FLICKR	FLICKR	TEST,[acrobatics, trick]
9319	Three friends are making faces for the camera	Three friends are making faces for a photo	ENTAILMENT	5	A_entails_B	B_entails_A	three friends making faces for the camera	three friends making faces for the camera	FLICKR	FLICKR	TRAIN,[camera, photo]
9320	Three friends are making faces for the camera	Three enemies are making faces for the camera	CONTRADICTION	3.285	A_contradicts_B	B_contradicts_A	three friends making faces for the camera	three friends making faces for the camera	FLICKR	FLICKR	TEST,[friends, enemies]
9323	Two men and a girl in behind of a wood panel wall are posing with funny faces	Two men and a girl in front of a wood panel wall are posing with funny faces	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	two men and a girl pose with funny faces in front of a wood panel wall	two men and a girl pose with funny faces in front of a wood panel wall	FLICKR	FLICKR	TRAIN,[behind, front]
9339	A man is standing in the snow at the edge of a mountain	A person is standing in the snow at the edge of a mountain	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a person stands in the snow at the edge of a mountain	a person stands in the snow at the edge of a mountain	FLICKR	FLICKR	TEST,[man, person]
9340	A person is walking in the snow at the edge of a mountain	A person is standing in the snow at the edge of a mountain	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a person stands in the snow at the edge of a mountain	a person stands in the snow at the edge of a mountain	FLICKR	FLICKR	TEST,[walking, standing]
9342	A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights	A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a man stands at dusk on an almost-pristine, snowy road, lit only by headlights	a man stands at dusk on an almost-pristine, snowy road, lit only by headlights	FLICKR	FLICKR	TRAIN,[woman, man]
9348	Three women are sitting together near woven walls	Some women are sitting together near woven walls	ENTAILMENT	4.7	A_entails_B	B_neutral_A	three women sit together near woven walls	three women sit together near woven walls	FLICKR	FLICKR	TEST,[Three, Some]
9349	Three women are sitting together near woven walls	Three men are sitting together near woven walls	NEUTRAL	3.6	A_neutral_B	B_neutral_A	three women sit together near woven walls	three women sit together near woven walls	FLICKR	FLICKR	TRAIN,[women, men]
9350	Three women are resting in a village	Three women are sitting in a village	ENTAILMENT	4.5	A_entails_B	B_neutral_A	three women sit in a village	three women sit in a village	FLICKR	FLICKR	TRAIN,[resting, sitting]
9351	Three women are sitting in a village	Three women are running in a village	NEUTRAL	3.6	A_neutral_B	B_neutral_A	three women sit in a village	three women sit in a village	FLICKR	FLICKR	TRAIN,[sitting, running]
9357	A man in a black wetsuit is riding a foamy wave	A surfer in a black wetsuit is riding a foamy wave	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a surfer in a black wetsuit is riding a foamy wave	a surfer in a black wetsuit is riding a foamy wave	FLICKR	FLICKR	TEST,[man, surfer]
9358	A surfer in a black wetsuit is riding a foamy wave	A surfer in a white wetsuit is riding a foamy wave	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a surfer in a black wetsuit is riding a foamy wave	a surfer in a black wetsuit is riding a foamy wave	FLICKR	FLICKR	TEST,[black, white]
9359	A surfer is surfing a big wave	A surfer is surfing a huge wave	ENTAILMENT	4.9	A_entails_B	B_entails_A	a surfer surfs a huge wave	a surfer surfs a huge wave	FLICKR	FLICKR	TRIAL,[big, huge]
9360	A surfer is surfing a small wave	A surfer is surfing a huge wave	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a surfer surfs a huge wave	a surfer surfs a huge wave	FLICKR	FLICKR	TEST,[small, huge]
9366	A person with a red hooded jacket and a black backpack is walking near a rocky wall	A person with a red hooded jacket and a black backpack is moving near a rocky wall	ENTAILMENT	4.7	A_entails_B	B_entails_A	a person with a red hooded jacket and a black backpack is walking near a rocky wall	a person with a red hooded jacket and a black backpack is walking near a rocky wall	FLICKR	FLICKR	TEST,[walking, moving]
9368	A man in a red jacket and khaki pants is walking through an American state	A person in a red jacket and khaki pants is walking through an American state	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man in a red jacket and khaki pants is walking through a part of what looks like arizona	a man in a red jacket and khaki pants is walking through a part of what looks like arizona	FLICKR	FLICKR	TRAIN,[man, person]
9369	A man in a red jacket and khaki pants is walking through an European state	A man in a red jacket and khaki pants is walking through an American state	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	a man in a red jacket and khaki pants is walking through a part of what looks like arizona	a man in a red jacket and khaki pants is walking through a part of what looks like arizona	FLICKR	FLICKR	TRAIN,[European, American]
9376	The players is maneuvering for the soccer ball	The players is maneuvering for the basket ball	NEUTRAL	3.1	A_neutral_B	B_neutral_A	the players manuever for the soccer ball	the players manuever for the soccer ball	FLICKR	FLICKR	TEST,[soccer, basket]
9377	A man in green is hitting a soccer ball and a man in purple and white is falling down	A man in green is kicking a soccer ball and a man in purple and white is falling down	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man in green kick a soccer ball while a man in purple and white is falling down	a man in green kick a soccer ball while a man in purple and white is falling down	FLICKR	FLICKR	TRAIN,[hitting, kicking]
9384	A kid is splashing in the ocean	A kid is splashing in the water	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a kid splashes in the ocean	a kid splashes in the ocean	FLICKR	FLICKR	TEST,[ocean, water]
9385	A kid is splashing in the pool	A kid is splashing in the ocean	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a kid splashes in the ocean	a kid splashes in the ocean	FLICKR	FLICKR	TRAIN,[pool, ocean]
9386	Two children are playing in the surf	Two children are playing	ENTAILMENT	4.6	A_entails_B	B_neutral_A	two children playing in the surf	two children playing in the surf	FLICKR	FLICKR	TRAIN,[in, surf]
9393	A man is wearing a purple shirt and black leather chaps and is posing for the camera	A model is wearing a purple shirt and black leather chaps and is posing for the camera	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man wearing a purple shirt and black leather chaps poses for the camera	a man wearing a purple shirt and black leather chaps poses for the camera	FLICKR	FLICKR	TRAIN,[man, model]
9404	Two dogs on the grass are playing with a plastic toy	Two dogs on a lawn are playing with a plastic toy	ENTAILMENT	4.9	A_entails_B	B_entails_A	two dogs on a lawn play with a plastic toy, in a distorted photograph	two dogs on a lawn play with a plastic toy, in a distorted photograph	FLICKR	FLICKR	TEST,[grass, lawn]
9405	Two cats on a lawn are playing with a plastic toy	Two dogs on a lawn are playing with a plastic toy	NEUTRAL	3	A_neutral_B	B_neutral_A	two dogs on a lawn play with a plastic toy, in a distorted photograph	two dogs on a lawn play with a plastic toy, in a distorted photograph	FLICKR	FLICKR	TEST,[cats, dogs]
9412	Two people dressed in green and red costumes are outside on the seashore	Two people dressed in green and red costumes are outside on the sidewalk	NEUTRAL	4	A_neutral_B	B_neutral_A	two people dressed in green and red costumes are outside on the sidewalk	two people dressed in green and red costumes are outside on the sidewalk	FLICKR	FLICKR	TRAIN,[seashore, sidewalk]
9413	Men in costumes are walking around in the street	People in costumes are walking around in the street	ENTAILMENT	4.3	A_entails_B	B_neutral_A	people in costumes are walking around in the street	people in costumes are walking around in the street	FLICKR	FLICKR	TRAIN,[Men, People]
9421	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a dog in a sandy area with the sand stirred up into the air and several plants in the background	a dog in a sandy area with the sand stirred up into the air and several plants in the background	FLICKR	FLICKR	TEST,[dog, cat]
9422	A dog is in the sand that is blowing in the air	A dog is in the sand that is blowing in the wind	ENTAILMENT	4.8	A_entails_B	B_entails_A	a dog and sand blowing in the wind	a dog and sand blowing in the wind	FLICKR	FLICKR	TEST,[air, wind]
9432	The black and white dog is running indoors	The black and white dog is running outdoors	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	the black and white dog is running outdoors	the black and white dog is running outdoors	FLICKR	FLICKR	TEST,[indoors, outdoors]
9439	A man and a woman are jumping on the curb	A man and a woman are standing on the curb	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man and a woman are standing on the curb	a man and a woman are standing on the curb	FLICKR	FLICKR	TRAIN,[jumping, standing]
9441	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a dog	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a woman wearing a blue shirt and high heels stands on the sidewalk next to a man	a woman wearing a blue shirt and high heels stands on the sidewalk next to a man	FLICKR	FLICKR	TEST,[man, dog]
9451	A cat is jumping high into the air in the country	A dog is jumping high into the air in the country	NEUTRAL	3.335	A_neutral_B	B_neutral_A	a dog jumping high into the air in the country	a dog jumping high into the air in the country	FLICKR	FLICKR	TRAIN,[cat, dog]
9459	A man on a green bike is performing tricks on a dirt ramp	A man on a green car is performing tricks on a dirt ramp	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a man performs tricks on a dirt ramp on a green bike	a man performs tricks on a dirt ramp on a green bike	FLICKR	FLICKR	TEST,[bike, car]
9460	A stuntman on a bike is in the air near a body of water	A person on a bike is in the air near a body of water	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a person is in the air on a bike near a body of water	a person is in the air on a bike near a body of water	FLICKR	FLICKR	TEST,[stuntman, person]
9467	A young boy is sitting in a bathing suit and waiting for the next race	A young swimmer is sitting in a bathing suit and waiting for the next race	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a young swimmer sits in a bathing suit and waits for the next race	a young swimmer sits in a bathing suit and waits for the next race	FLICKR	FLICKR	TRAIN,[boy, swimmer]
9468	A young swimmer is sitting in a bathing suit and waiting for the next race	A young swimmer is standing in a bathing suit and waiting for the next race	NEUTRAL	4.3	A_neutral_B	B_neutral_A	a young swimmer sits in a bathing suit and waits for the next race	a young swimmer sits in a bathing suit and waits for the next race	FLICKR	FLICKR	TEST,[sitting, standing]
9469	A kid is waiting wearing swim gear	A kid is sitting wearing swim gear	NEUTRAL	4.3	A_neutral_B	B_neutral_A	kid sits wearing swim gear	kid sits wearing swim gear	FLICKR	FLICKR	TRAIN,[waiting, sitting]
9470	A woman is sitting wearing swim gear	A kid is sitting wearing swim gear	NEUTRAL	3.5	A_neutral_B	B_neutral_A	kid sits wearing swim gear	kid sits wearing swim gear	FLICKR	FLICKR	TEST,[woman, kid]
9476	A black dog and a white dog are wrestling on the floor	A black dog and a white dog are wrestling on the ground	ENTAILMENT	4.7	A_entails_B	B_entails_A	a black dog and a white dog are wrestling on the ground	a black dog and a white dog are wrestling on the ground	FLICKR	FLICKR	TEST,[floor, ground]
9477	A black dog and a white dog are wrestling on the bed	A black dog and a white dog are wrestling on the ground	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a black dog and a white dog are wrestling on the ground	a black dog and a white dog are wrestling on the ground	FLICKR	FLICKR	TEST,[bed, ground]
9479	A black dog and a tan dog are sleeping	A black dog and a tan dog are fighting	NEUTRAL	3.8	A_neutral_B	B_contradicts_A	a black dog and a tan dog fighting	a black dog and a tan dog fighting	FLICKR	FLICKR	TEST,[sleeping, fighting]
9485	A cluster of four brown dogs are playing in a field of brown grass	A group of four brown dogs are playing in a field of brown grass	ENTAILMENT	4.8	A_entails_B	B_entails_A	a cluster of four brown dogs play in a field of brown grass	a cluster of four brown dogs play in a field of brown grass	FLICKR	FLICKR	TEST,[cluster, group]
9494	The dog is having a nap in the park	The dog is having a rest in the park	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the dog takes a rest in the park	the dog takes a rest in the park	FLICKR	FLICKR	TEST,[nap, rest]
9496	A big brown and white spotted dog is lying on a jacket on the street	A big brown and white spotted dog is lying on a cloth on the street	NEUTRAL	4.4	A_neutral_B	B_neutral_A	big brown and white spotted dog laying on a jacket on the street	big brown and white spotted dog laying on a jacket on the street	FLICKR	FLICKR	TRAIN,[jacket, cloth]
9497	A big brown and white spotted dog is lying on a jacket on the street	A small brown and white spotted dog is lying on a jacket on the street	NEUTRAL	4.2	A_neutral_B	B_neutral_A	big brown and white spotted dog laying on a jacket on the street	big brown and white spotted dog laying on a jacket on the street	FLICKR	FLICKR	TRAIN,[big, small]
9503	A brown puppy is gnawing a metallic post that is stuck in the ground	A brown dog is gnawing a metallic post that is stuck in the ground	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a brown puppy is gnawing in a metallic post that is stuck into the ground	a brown puppy is gnawing in a metallic post that is stuck into the ground	FLICKR	FLICKR	TEST,[puppy, dog]
9505	A brown puppy is biting a pole	A brown puppy is biting a stick	NEUTRAL	4.1	A_contradicts_B	B_neutral_A	brown puppy biting pole	brown puppy biting pole	FLICKR	FLICKR	TEST,[pole, stick]
9506	A white puppy is biting a pole	A brown puppy is biting a pole	NEUTRAL	3.5	A_neutral_B	B_neutral_A	brown puppy biting pole	brown puppy biting pole	FLICKR	FLICKR	TRAIN,[white, brown]
9512	A woman is petting a dog near a stone trail	A woman is petting a dog near a stone path	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is petting her dog near a stone path	a woman is petting her dog near a stone path	FLICKR	FLICKR	TRAIN,[trail, path]
9513	A woman is petting a dog near a stone path	A man is petting a dog near a stone path	NEUTRAL	4	A_neutral_B	B_neutral_A	a woman is petting her dog near a stone path	a woman is petting her dog near a stone path	FLICKR	FLICKR	TEST,[woman, man]
9515	A woman is playing with a brown dog on a garden path	A woman is playing with a brown cat on a garden path	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a woman playing with a brown dog on a garden path	a woman playing with a brown dog on a garden path	FLICKR	FLICKR	TRAIN,[dog, cat]
9521	Two men are walking through a river	Two men are walking through the water	ENTAILMENT	4.2	A_entails_B	B_neutral_A	two men walk through the water	two men walk through the water	FLICKR	FLICKR	TEST,[river, water]
9522	Two men are walking through the grass	Two men are walking through the water	NEUTRAL	3.2	A_neutral_B	B_neutral_A	two men walk through the water	two men walk through the water	FLICKR	FLICKR	TEST,[grass, water]
9524	Two men are swimming in deep water	Two men are standing in deep water	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	two men, one in a blue swimcap, stand in torso-deep water	two men, one in a blue swimcap, stand in torso-deep water	FLICKR	FLICKR	TRAIN,[swimming, standing]
9539	The rider dressed in orange is driving a motorcycle on one wheel	The orange rider is driving a motorcycle on one wheel	ENTAILMENT	4.8	A_entails_B	B_entails_A	the orange rider is driving a motorcycle on one wheel	the orange rider is driving a motorcycle on one wheel	FLICKR	FLICKR	TEST,[dressed, in]
9541	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man on a yellow sport bike does a wheelie as his friend on a black bike catches up	a man on a yellow sport bike does a wheelie as his friend on a black bike catches up	FLICKR	FLICKR	TRAIN,[man, biker]
9542	A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a man on a yellow sport bike does a wheelie as his friend on a black bike catches up	a man on a yellow sport bike does a wheelie as his friend on a black bike catches up	FLICKR	FLICKR	TRAIN,[white, black]
9550	A group of children in a church basement is playing maracas and tambourines	A group of children in a building's basement is playing maracas and tambourines	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a group of children in a church basement play maracas and tambourines	a group of children in a church basement play maracas and tambourines	FLICKR	FLICKR	TEST,[church, building's]
9551	A group of children in a church basement is playing guitars and tambourines	A group of children in a church basement is playing maracas and tambourines	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a group of children in a church basement play maracas and tambourines	a group of children in a church basement play maracas and tambourines	FLICKR	FLICKR	TRAIN,[guitars, maracas]
