Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
8052;Two men are carrying colorful baskets and blankets and walking near a building;Two people are walking with laden baskets and blankets;A_entails_B;B_neutral_A;wrong: A should be neutral to B;colorfull !=> laden;;
8054;Two people are carrying colorful baskets and blankets and walking near a building;Two people are walking with laden baskets and blankets;A_entails_B;B_neutral_A;correct: A entails B;;;
8055;A young girl is sitting in a swimsuit;A young girl is sitting in swimming gear;A_entails_B;B_neutral_A;correct: A entails B;;;
8064;A dog is running on a snowy road;A dog is running on a snowy path;A_entails_B;B_neutral_A;correct: A entails B;;;
8068;A brown dog is running through a snowy path;A dog is running on a snowy path;A_entails_B;B_neutral_A;correct: A entails B;;;
8069;A white dog is running through a snowy trail;A dog is running on a snowy path;A_entails_B;B_neutral_A;correct: A entails B;;;
8072;A brown dog is running through a snowy trail;A dog is running on a snowy path;A_entails_B;B_neutral_A;correct: A entails B;;;
8073;Two boys in white outfits and red protective gear are sparring on a mat;Two children in white outfits and red protective gear are sparring on a mat;A_entails_B;B_neutral_A;correct: A entails B;;;
8075;Two boys are doing martial arts on a blue mat;Two kids are doing martial arts on a blue mat;A_entails_B;B_neutral_A;correct: A entails B;;;
8084;A black and white dog is playing with a broken volleyball;A black and white dog is playing with a broken ball;A_entails_B;B_neutral_A;correct: A entails B;;;
8088;A black and white dog is playing with a ruined volleyball in a brown field;A black and white dog is playing with a broken volleyball;A_entails_B;B_neutral_A;correct: A entails B;;;
8090;A black and white dog is playing with a tattered volleyball in a brown field;A black and white dog is playing with a broken volleyball;A_entails_B;B_neutral_A;correct: A entails B;;;
8102;A topless woman is being smeared with a brown substance and a blurry crowd is in the background;A woman is being smeared with brown substance and a blurry crowd is in the background;A_entails_B;B_neutral_A;correct: A entails B;;;
8109;Two boys and a man are playing games at an arcade;Two kids and a man are playing games at an arcade;A_entails_B;B_neutral_A;correct: A entails B;;;
8118;A female cheerleader is sitting on the knee of a male cheerleader;A female cheerleader is sitting on the knee of a man;A_entails_B;B_neutral_A;correct: A entails B;;;
8120;Some cheerleaders are taking a break;Some cheerleaders are relaxing;A_entails_B;B_neutral_A;correct: A entails B;;;
8129;Several young people are posing for a photo and holding beers;Several young people are posing for a photo and holding drinks;A_entails_B;B_neutral_A;correct: A entails B;;;
8138;The girl has red hair and eyebrows several piercings in a ear and a drawing on the back;The girl has red hair and eyebrows several piercings in a ear and a tattoo on the back;A_entails_B;B_neutral_A;correct: A entails B;;;
8147;The girl in blue is chasing the base runner with a number on the jersey;The girl in blue is chasing the player with a number on the jersey;A_entails_B;B_neutral_A;correct: A entails B;;;
8154;The young man is rock climbing;The man is rock climbing;A_entails_B;B_neutral_A;correct: A entails B;;;
8158;A rocky wall is climbed by a man in a purple hat with bare hands;The young man is rock climbing;A_entails_B;B_neutral_A;correct: A entails B;;;
8160;A man in a purple hat is climbing a rocky wall with bare hands;The man is rock climbing;A_entails_B;B_neutral_A;correct: A entails B;;;
8181;The yellow dog is drinking water from a bottle;The yellow dog is drinking water from a container;A_entails_B;B_neutral_A;correct: A entails B;;;
8201;A woman is looking down and is wearing a wedding dress;A woman is looking down and is wearing a wedding veil;A_entails_B;B_neutral_A;wrong: A should be neutral to B;dress !=> veil;;
8206;A bride with a black veil is looking down;A woman is looking down and is wearing a wedding veil;A_entails_B;B_neutral_A;correct: A entails B;;;
8208;A young girl is standing in a group and is wearing a black shirt and pink beads;A girl is standing in a group and is wearing a black shirt and pink beads;A_entails_B;B_neutral_A;correct: A entails B;;;
8210;A girl has black and orange patches on the cheeks;A girl has colored patches on the cheeks;A_entails_B;B_neutral_A;correct: A entails B;;;
8217;Two large dogs are frolicking in a grassy field;Two large dogs are frolicking in a field;A_entails_B;B_neutral_A;correct: A entails B;;;
8219;Two dogs are running through high grass;Two animals are running through high grass;A_entails_B;B_neutral_A;correct: A entails B;;;
8226;A black dog is running across a rocky landscape;A dog is running across a rocky landscape;A_entails_B;B_neutral_A;correct: A entails B;;;
8228;A black dog is walking along rocky terrain;A black dog is moving along rocky terrain;A_entails_B;B_neutral_A;correct: A entails B;;;
8235;Three small dogs are sniffing at something;Three dogs are sniffing at something;A_entails_B;B_neutral_A;correct: A entails B;;;
8237;Three dogs are resting on a sidewalk;Three dogs are resting on the pavement;A_entails_B;B_neutral_A;correct: A entails B;;;
8246;Some young dirt bikers are getting a dirt bike up a sandy hill;Some young bikers are getting a dirt bike up a sandy hill;A_entails_B;B_neutral_A;correct: A entails B;;;
8255;An older man and a woman are riding bikes on the boardwalk near the ocean;An older man and a woman are riding bikes on the boardwalk near the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8257;An older man and a woman are riding bikes on the boardwalk near the water;A middle aged man and woman are riding bikes down a road beside the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8262;Some people and cars are on a crowded street;Some people and vehicles are on a crowded street;A_entails_B;B_neutral_A;correct: A entails B;;;
8266;Some people and vehicles are on a crowded street;Pedestrians and cars are moving through a traffic jam in the big city;A_entails_B;B_neutral_A;correct: A entails B;;;
8268;Pedestrians and cars are moving through a traffic jam in a big city;Some people and cars are on a crowded street;A_entails_B;B_neutral_A;correct: A entails B;;;
8270;Pedestrians and cars are moving through a traffic jam in a big city;Some people and vehicles are on a crowded street;A_entails_B;B_neutral_A;correct: A entails B;;;
8271;Two brown and white dogs are fighting on a grassy area in front of a tree;Two brown and white dogs are fighting on a grassy area in front of a plant;A_entails_B;B_neutral_A;correct: A entails B;;;
8273;Two dogs are playing outside;Two animals are playing outside;A_entails_B;B_neutral_A;correct: A entails B;;;
8275;Two brown and white dogs are fighting on a grassy area in front of a tree;Two animals are playing outside;A_entails_B;B_neutral_A;wrong: A should contradict B and B should contradict A;fighting !=> playing;;
8286;Water is being drunk by a soccer player sitting on the field;A man is sitting on the grass and drinking from a water bottle;A_entails_B;B_neutral_A;correct: A entails B;;;
8291;The dog is running through the wet sand;The dog is moving through the wet sand;A_entails_B;B_neutral_A;correct: A entails B;;;
8302;A chubby faced boy is wearing dark glasses;A boy is wearing sunglasses;A_entails_B;B_neutral_A;correct: A entails B;;;
8304;A chubby faced boy is wearing sunglasses;Sunglasses are being worn by a boy;A_entails_B;B_neutral_A;correct: A entails B;;;
8306;A chubby faced boy is wearing sunglasses;A boy is wearing sunglasses;A_entails_B;B_neutral_A;correct: A entails B;;;
8309;A young girl with painted face is standing next to some other children;A girl with painted face is standing next to some other children;A_entails_B;B_neutral_A;correct: A entails B;;;
8316;Dogs are racing on a track;Dogs are running on a track;A_entails_B;B_neutral_A;correct: A entails B;;;
8318;A horse is racing;A horse is running;A_entails_B;B_neutral_A;correct: A entails B;;;
8327;Some bikers are doing acrobatics on a track near water and a skyline;Some bikers are getting airborne on a track near water and a skyline;A_entails_B;B_neutral_A;correct: A entails B;;;
8331;Two bmx bikers are jumping dirt ramps in front of the water;Some bikers are getting airborne on a track near water and a skyline;A_entails_B;B_neutral_A;wrong: A should be neutral to B;in front of the water !=> near the water and the skyline;;
8334;A man is doing a trick on a skateboard;A person is doing a trick on a skateboard;A_entails_B;B_neutral_A;correct: A entails B;;;
8336;A man is doing a skateboard trick on an outdoor park porch;A man is doing a skateboard trick on a park porch;A_entails_B;B_neutral_A;correct: A entails B;;;
8338;A man is doing a skateboard trick on a park porch;A man is doing a trick on a skateboard;A_entails_B;B_neutral_A;correct: A entails B;;;
8340;A man is doing a skateboard trick on an outdoor park porch;A person is doing a trick on a skateboard;A_entails_B;B_neutral_A;correct: A entails B;;;
8342;A man is doing a skateboard trick on an outdoor park porch;A man is doing a trick on a skateboard;A_entails_B;B_neutral_A;correct: A entails B;;;
8343;A man in a motocross uniform is wearing a helmet and rides a red motorcycle;A person in a motocross uniform is wearing a helmet and rides a red motorcycle;A_entails_B;B_neutral_A;correct: A entails B;;;
8345;A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle;A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle;A_entails_B;B_neutral_A;correct: A entails B;;;
8349;A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle;A man in a motocross uniform is wearing a helmet and rides a red motorcycle;A_entails_B;B_neutral_A;correct: A entails B;;;
8352;People are sitting at square tables in a red room;People are sitting at tables in a red room;A_entails_B;B_neutral_A;correct: A entails B;;;
8379;A girl in blue is sliding down a green slide;A girl in blue is sliding down a slide;A_entails_B;B_neutral_A;correct: A entails B;;;
8383;A girl in blue is sliding down a green slide;The young girl in blue is enjoying a slide;A_entails_B;B_neutral_A;wrong: A should be neutral to B;girl !=> young girl, sliding !=> enjoying;;
8388;A black man is walking next to a shop in a big city;A black man is walking next to a building in a big city;A_entails_B;B_neutral_A;correct: A entails B;;;
8390;A man is looking into the distance and people is walking between buildings behind;A person is looking into the distance and people is walking between buildings behind;A_entails_B;B_neutral_A;correct: A entails B;;;
8397;A bald man in a band is playing guitar in the spotlight;A bald man in a band is playing an instrument in the spotlight;A_entails_B;B_neutral_A;correct: A entails B;;;
8406;A black dog is jumping off a dock into a pond;A black dog is jumping off a dock into water;A_entails_B;B_neutral_A;correct: A entails B;;;
8407;A black dog is jumping off a dock into a pond;A black dog is jumping on a dock into a pond;A_entails_B;B_neutral_A;wrong: A should be neutral to B;jump on !=> jump off;;
8408;A black dog is jumping from a dock into the water;A black animal is jumping from a dock into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8410;A black dog is jumping off a dock into a pond;A black animal is jumping from a dock into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8413;A black dog is jumping on a dock into a pond;A black dog is jumping from a dock into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8415;A bride in a white dress is running;A girl in a white dress is running;A_entails_B;B_neutral_A;correct: A entails B;;;
8417;A little girl is smiling and running out of the house;A little girl is smiling and running outside;A_entails_B;B_neutral_A;correct: A entails B;;;
8433;A boy is playing slip and slide in the grass;A child is playing slip and slide in the grass;A_entails_B;B_neutral_A;correct: A entails B;;;
8446;Two men are standing together and one is looking through binoculars;Two men are looking out and binoculars are being held by one of them;A_entails_B;B_neutral_A;correct: A entails B;;;
8455;A motorcyclist on a bike is leaning into a sharp corner;A man on a motorcycle is turning around a corner;A_entails_B;B_neutral_A;correct: A entails B;;;
8460;A man with a backwards hat is sitting on the ground;A person with a backwards hat is sitting on the ground;A_entails_B;B_neutral_A;correct: A entails B;;;
8462;A young man in a white shirt and gold and black hat is sitting with crossed legs;A young person in a white shirt and gold and black hat is sitting with crossed legs;A_entails_B;B_neutral_A;correct: A entails B;;;
8469;A young oriental girl is standing above the crowd and is playing with a pinwheel;A young oriental girl is standing above people and is playing with a pinwheel;A_entails_B;B_neutral_A;correct: A entails B;;;
8471;A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair;A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair;A_entails_B;B_neutral_A;correct: A entails B;;;
8478;A young man on a bmx bicycle is jumping off a masonry pyramid;A young man on a bmx bicycle is jumping off a pyramid;A_entails_B;B_neutral_A;correct: A entails B;;;
8479;A young man on a bmx bicycle is jumping on a masonry pyramid;A young man on a bmx bicycle is jumping off a masonry pyramid;A_entails_B;B_neutral_A;wrong: A should be neutral to B;jump on !=> jump off;;
8480;A man on a bike is jumping on a pyramid-shaped ramp;A bicyclist is jumping on a pyramid-shaped ramp;A_entails_B;B_neutral_A;correct: A entails B;;;
8484;A young man on a bmx bicycle is jumping off a pyramid;A bicyclist is jumping on a pyramid-shaped ramp;A_entails_B;B_neutral_A;correct: A entails B;;;
8485;A young man on a bmx bicycle is jumping on a masonry pyramid;A bicyclist is jumping on a pyramid-shaped ramp;A_entails_B;B_neutral_A;correct: A entails B;;;
8486;A bicyclist is jumping on a pyramid-shaped ramp;A young man on a bmx bicycle is jumping off a masonry pyramid;A_entails_B;B_neutral_A;wrong: A should be neutral to B;bicyclist !=> young man on a bmx bicycle;;
8496;The man is going into the lake;The man is going into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8498;The person is going into the sea;The person is going into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8502;The man is going into the lake;The person is going into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8504;The man is going into the water;The person is going into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8514;Five people are standing in the grass with three dogs;Five people are standing in the grass with some dogs;A_entails_B;B_neutral_A;correct: A entails B;;;
8520;Five people are standing with three dogs in the green field beside the road;Five people are standing in the grass with some dogs;A_entails_B;B_neutral_A;correct: A entails B;;;
8522;Five people are standing with three dogs in the green field beside the road;Five people are standing in the grass with three dogs;A_entails_B;B_neutral_A;correct: A entails B;;;
8541;The child is splashing water in a small blue pool;The child is splashing water in a pool;A_entails_B;B_neutral_A;correct: A entails B;;;
8543;A baby is splashing inside a blue paddling pool;A toddler is making a splash inside a blue paddling pool;A_entails_B;B_neutral_A;correct: A entails B;;;
8547;A toddler is making a splash inside a blue paddling pool;The child is splashing water in a pool;A_entails_B;B_neutral_A;correct: A entails B;making a splash= splashing in a pool;;
8549;A toddler is making a splash inside a blue paddling pool;The child is splashing water in a small blue pool;A_entails_B;B_neutral_A;correct: A entails B;;;
8550;A grey silky dog is sleeping in the grass and a brown dog is looking on;A grey silky dog is lying in the grass and a brown dog is looking on;A_entails_B;B_neutral_A;correct: A entails B;;;
8552;The brown dog is spotting a black dog lying in the dry field;The brown dog is spotting a black dog lying in the dry grass;A_entails_B;B_neutral_A;correct: A entails B;;;
8559;A man is standing on a dirt hill next to a black jeep;A man is standing on a dirt hill next to a black car;A_entails_B;B_neutral_A;correct: A entails B;;;
8560;A man is standing on a black jeep on a dirt hill;A man is standing on a dirt hill next to a black jeep;A_entails_B;B_neutral_A;wrong: A should be neutral to B; standing on a black jeep on a dirt hill !=> standing on a dirt hill next to a black jeep;;
8561;A man in a hat is standing outside of a green jeep;A man in a hat is standing outside of a green vehicle;A_entails_B;B_neutral_A;correct: A entails B;;;
8568;A black dog and a small white and black dog are looking up at a kitchen countertop;Two dogs are looking up at a kitchen countertop;A_entails_B;B_neutral_A;correct: A entails B;;;
8570;A large dog and a small dog are standing next to the kitchen counter and are sniffing;A large dog and a small dog are standing next to the kitchen counter and are investigating;A_entails_B;B_neutral_A;correct: A entails B;;;
8576;A black dog and a small white and black dog are looking up at a kitchen countertop;A large dog and a small dog are standing next to the kitchen counter and are investigating;A_entails_B;B_neutral_A;correct: A entails B;;;
8581;A tan dog which is dirty is rolling in the dirt and looking right at the camera;A dog is rolling on the ground;A_entails_B;B_neutral_A;correct: A entails B;;;
8583;A dirty tan dog is rolling in the dirt and looking right at the camera;A dog is playing on the ground;A_entails_B;B_neutral_A;correct: A entails B;;;
8585;A dirty tan dog is rolling in the dirt and looking right at the camera;A dog is rolling on the ground;A_entails_B;B_neutral_A;correct: A entails B;;;
8588;A man with a white hat and brown shirt is behind a woman in red and is looking to the left;A man with a white hat and brown shirt is behind a woman in red and is looking to the side;A_entails_B;B_neutral_A;correct: A entails B;;;
8595;Little boys are playing in a water fountain in front of lots of people;Little kids are playing in a water fountain in front of lots of people;A_entails_B;B_neutral_A;correct: A entails B;;;
8597;Children are playing in a fountain that is spraying water from the ground;Children are playing in ground fountains;A_entails_B;B_neutral_A;correct: A entails B;;;
8602;Little kids are playing in a water fountain in front of few people;Children are playing in a fountain that is spraying water from the ground;A_entails_B;B_neutral_A;wrong: A should be neutral to B;the fountain could be in a wall;;
8604;A man on a yellow dirt bike is taking a jump;A person on a yellow dirt bike is taking a jump;A_entails_B;B_neutral_A;wrong: A should be neutral to B;bike !=> dirt bike;;
8608;A person on a yellow bike is airborne;A person on a yellow dirt bike is taking a jump;A_entails_B;B_neutral_A;correct: A entails B;;;
8610;A man on a yellow dirt bike is taking a jump;A cyclist on a yellow bike is airborne;A_entails_B;B_neutral_A;correct: A entails B;;;
8611;A person on a yellow clean bike is taking a jump;A cyclist on a yellow bike is airborne;A_entails_B;B_neutral_A;correct: A entails B;;;
8624;People are sitting against a wall;People are sitting near a wall;A_entails_B;B_neutral_A;correct: A entails B;;;
8631;A man is rock climbing and a city and a bay are in the background;A person is rock climbing and a city and a bay are in the background;A_entails_B;B_neutral_A;correct: A entails B;;;
8642;A little girl is hitting a baseball off a tee;A little girl is hitting a ball off a tee;A_entails_B;B_neutral_A;correct: A entails B;;;
8659;A group of people is gathering at a stand at the fair;The people are standing at a carnival;A_entails_B;B_neutral_A;correct: A entails B;;;
8669;A woman is marching with a pair of dogs;A woman is walking with a pair of dogs;A_entails_B;B_neutral_A;correct: A entails B;;;
8680;A man dressed in black is wearing inline skates and performing acrobatics on a rail;A man dressed in black is wearing inline skates and performing a trick on a rail;A_entails_B;B_neutral_A;correct: A entails B;;;
8691;Three children are running down a hillside covered by grass;Three children are running down hill;A_entails_B;B_neutral_A;correct: A entails B;;;
8693;Three children are running down a grassy hillside;Three kids are running down hill;A_entails_B;B_neutral_A;correct: A entails B;;;
8695;Three children are running down a grassy hillside;Three children are running down hill;A_entails_B;B_neutral_A;correct: A entails B;;;
8696;A black and orange bird is standing on the lawn;A black and orange bird is standing in the grass;A_entails_B;B_neutral_A;correct: A entails B;;;
8707;A man without a shirt is posing with the arms spread next to a woman;A man without a shirt is posing with the arms spread near a woman;A_entails_B;B_neutral_A;correct: A entails B;;;
8709;A shirtless man is posing with a girl who is hiking in a park;A man without a shirt is posing with the arms spread near a woman;A_entails_B;B_neutral_A;wrong: A should be neutral to B;with a girl !=> arms spread near a woman;;
8714;Two white dogs are quickly running together;Two white dogs are running together;A_entails_B;B_neutral_A;correct: A entails B;;;
8716;Two white puppies are playing near a pool;Two white puppies are playing near water;A_entails_B;B_neutral_A;correct: A entails B;;;
8727;A group of people are standing around a sound mixing table;Some people is looking at sound equipment;A_entails_B;B_neutral_A;wrong: A should be neutral to B;standing around !=> looking;;
8729;A group of people are looking at sound equipment;A group of people are standing around a sound mixing console;A_entails_B;B_neutral_A;wrong: A should be neutral to B;sound equipment !=> sound mixing equipment;;
8732;A young couple is sleeping in bed;A young couple is lying in bed;A_entails_B;B_neutral_A;correct: A entails B;;;
8734;A young couple is lying on a bed together;A couple is lying on a bed together;A_entails_B;B_neutral_A;correct: A entails B;;;
8736;A young couple is lying in bed;A couple is lying on a bed together;A_entails_B;B_neutral_A;correct: A entails B;;;
8741;Three men are walking across a rope and wood bridge over a river;Three people are walking across a rope and wood bridge over a river;A_entails_B;B_neutral_A;correct: A entails B;;;
8748;Three people are walking across a rope and steel bridge over a river;People are walking across a rope bridge over a rocky stream;A_entails_B;B_neutral_A;wrong: A should be neutral to B;rocky stream !=> river;;
8750;Four people are walking on a bridge over a river;Four people are walking on a bridge over a body of water;A_entails_B;B_neutral_A;correct: A entails B;;;
8759;A young boy is jumping into water;A young kid is jumping into water;A_entails_B;B_neutral_A;correct: A entails B;;;
8761;A boy is wearing a yellow jacket and is jumping down from a rock;A child is wearing a yellow jacket and is jumping down from a rock;A_entails_B;B_neutral_A;correct: A entails B;;;
8770;A toddler is riding a plastic scooter toy;A toddler is playing with a plastic scooter toy;A_entails_B;B_neutral_A;correct: A entails B;;;
8774;The young child is riding a three wheeled scooter down the sidewalk;A toddler is riding a plastic scooter toy;A_entails_B;B_neutral_A;wrong: A should be neutral to B;scooter !=> plastic scooter;;
8777;Three men are sitting on a mountainside and looking at the view with a pair of binoculars;Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars;A_entails_B;B_neutral_A;wrong: A should be neutral to B;men !=> hickers;;
8786;A girl is skipping rope on a sidewalk;A girl is skipping rope on near a street;A_entails_B;B_neutral_A;correct: A entails B;;;
8788;A young girl is jumping rope on a sidewalk near a parking garage;A girl is jumping rope on a sidewalk near a parking garage;A_entails_B;B_neutral_A;correct: A entails B;;;
8790;A young girl is jumping rope on a sidewalk near a parking garage;A girl is skipping rope on a sidewalk;A_entails_B;B_neutral_A;correct: A entails B;;;
8794;A girl is jumping rope on a sidewalk near a parking garage;A girl is skipping rope on a sidewalk;A_entails_B;B_neutral_A;correct: A entails B;;;
8797;Several people are sitting around a fire at night;Several people are gathered around a fire at night;A_entails_B;B_neutral_A;correct: A entails B;;;
8799;People are clustered around a bonfire at night;Several people are gathered around a fire at night;A_entails_B;B_neutral_A;wrong: A should be neutral to B;people !=> several people;;
8801;People are sitting around a bonfire at night;Several people are sitting around a fire at night;A_entails_B;B_neutral_A;wrong: A should be neutral to B;people !=> several people;;
8804;A brown dog is standing in a lake;A brown dog is standing in the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8806;A dog is swimming in a body of water;An animal is swimming in a body of water;A_entails_B;B_neutral_A;correct: A entails B;;;
8813;Two dogs are running through the park;Two animals are running through the park;A_entails_B;B_neutral_A;correct: A entails B;;;
8817;Two dogs are running quickly through the park;Two dogs are running through the park;A_entails_B;B_neutral_A;correct: A entails B;;;
8821;Two dogs are running quickly through a park;Two dogs are running through the park;A_entails_B;B_neutral_A;correct: A entails B;;;
8822;A boy is speeding down a steep slide;A kid is speeding down a steep slide;A_entails_B;B_neutral_A;correct: A entails B;;;
8824;A boy is wearing all black and is sliding down a blow up yellow slide;A boy is wearing all black and is sliding down a blow up slide;A_entails_B;B_neutral_A;correct: A entails B;;;
8833;A man with a white moustache is standing on a balcony and is looking at the road below;A man with moustaches is standing on a balcony and is looking at the road below;A_entails_B;B_neutral_A;correct: A entails B;;;
8851;A black dog on a leash is walking in the water;A dog on a leash is walking in the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8856;A black dog on a leash is walking in the water;The dog is on a leash and is walking in the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8858;A red sled is being held by a little girl in a green coat and a boy walking in the snow;A little girl in a green coat and a boy holding a red sled are walking in the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
8860;A child is wearing a coat and is carrying a red sled behind a child in a green and black coat;A child is wearing a coat and is carrying a red sled near a child in a green and black coat;A_entails_B;B_neutral_A;correct: A entails B;;;
8871;A toddler is sitting in a seat;A toddler is sitting down;A_entails_B;B_neutral_A;correct: A entails B;;;
8887;A woman is walking in a city street;A woman is walking in a road;A_entails_B;B_neutral_A;correct: A entails B;;;
8896;Dirt bikers are riding on a trail;Bikers are riding on a trail;A_entails_B;B_neutral_A;correct: A entails B;;;
8903;A man is leaning against a pole and is surrounded by people;A man is leaning against a pole and is surrounded;A_entails_B;B_neutral_A;correct: A entails B;;;
8905;A middle eastern man is standing with the back against a lamp post near to other people;A middle eastern man is standing against a lamp post near to other people;A_entails_B;B_neutral_A;correct: A entails B;;;
8907;A middle eastern man is standing against a lamp post near to other people;A man is leaning against a pole and is surrounded by people;A_entails_B;B_neutral_A;correct: A entails B;;;
8909;A middle eastern man is standing with the back against a lamp post near to other people;A man is leaning against a pole and is surrounded;A_entails_B;B_neutral_A;correct: A entails B;;;
8911;A middle eastern man is standing with the back against a lamp post near to other people;A man is leaning against a pole and is surrounded by people;A_entails_B;B_neutral_A;correct: A entails B;;;
8917;A man and a woman are sitting in front of an art gallery and are looking at a map;A couple is looking at a map;A_entails_B;B_neutral_A;correct: A entails B;;;
8918;A couple is looking at a street guide;A man and a woman are standing in front of an art gallery and are looking at a map;A_entails_B;B_neutral_A;wrong: A should be neutral to B;different sentences;;
8920;A man and a woman are standing in front of an art gallery and are looking at a map;A couple is looking at a map;A_entails_B;B_neutral_A;correct: A entails B;;;
8923;A little dog is running on the beach;A little dog is running on the sand;A_entails_B;B_neutral_A;correct: A entails B;;;
8932;Two males are standing on a cliff edge and one is jumping into the sea;Two males are standing on a cliff edge and one is jumping into the water;A_entails_B;B_neutral_A;correct: A entails B;;;
8934;One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water;Two males are standing on a cliff edge and one is jumping into the sea;A_entails_B;B_neutral_A;wrong: A should be neutral to B;can someone stand and jump at the same time?;;
8936;One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is diving into the water;Two males are standing on a cliff edge and one is jumping into the water;A_entails_B;B_neutral_A;wrong: A should be neutral to B;can someone stand and jump at the same time?;;
8950;A woman is standing at the beach with a dog on a leash;A woman is standing at the beach with an animal on a leash;A_entails_B;B_neutral_A;correct: A entails B;;;
8959;A group of five young adults are lounging in the room;A group of five young adults are lounging indoors;A_entails_B;B_neutral_A;correct: A entails B;;;
8975;The man is biking in the snow and wearing a red jacket;The rider is biking in the snow and wearing a red jacket;A_entails_B;B_neutral_A;correct: A entails B;;;
8977;A cyclist is biking in a snowy forest in the dark;A cyclist is biking in a snowy forest at night;A_entails_B;B_neutral_A;wrong: A should be neutral to B;dark !=> night;;
8984;A girl with a bikini is playing in the dunes;A girl with a bikini is playing in the sand;A_entails_B;B_neutral_A;correct: A entails B;;;
8986;A young girl in a bikini is jumping on the beach;A young girl in swimming suite is jumping on the beach;A_entails_B;B_neutral_A;correct: A entails B;;;
8993;A boy is wearing a hat and is walking in the wet sand;A little kid is wearing a hat and is walking in the wet sand;A_entails_B;B_neutral_A;wrong: A should be neutral to B;little kid !=> boy;;
9006;A man in a black hat is reaching for a box;A person in a black hat is reaching for a box;A_entails_B;B_neutral_A;correct: A entails B;;;
9024;A brown dog is running after a black dog on a rocky shore;A brown dog is running after a dark dog on a rocky shore;A_entails_B;B_neutral_A;correct: A entails B;;;
9033;A black dog is approaching a golden dog on pebbly beach;A black animal is approaching a golden dog on pebbly beach;A_entails_B;B_neutral_A;correct: A entails B;;;
9042;A large white dog is jumping up in the snow;A large white animal is jumping up in the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
9044;A large white dog is jumping in the air over a snowy area;A large white animal is jumping up in the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
9048;A large white dog is jumping up in the snow;A large white dog is jumping in the air over a snowy area;A_entails_B;B_neutral_A;correct: A entails B;;;
9049;Two young boys are wearing hats and sticking their colored tongues out;Two young kids are wearing hats and sticking their colored tongues out;A_entails_B;B_neutral_A;correct: A entails B;;;
9058;A dog is standing on the side of a mountain;A dog is standing on a mountain;A_entails_B;B_neutral_A;correct: A entails B;;;
9069;Two boys are laying in the ocean close to the beach;Two boys are laying in the water close to the beach;A_entails_B;B_neutral_A;correct: A entails B;;;
9076;A black and brown dog is eyeing a fly;A black and brown dog is eyeing an insect;A_entails_B;B_neutral_A;correct: A entails B;;;
9094;A grey dog is bouncing a soccer ball on its head in a grass field;A grey dog is bouncing a soccer ball on its head on a lawn;A_entails_B;B_neutral_A;correct: A entails B;;;
9096;A dog with a blue collar is playing with the ball in the garden;A dog with a blue collar is playing with the ball outside;A_entails_B;B_neutral_A;correct: A entails B;;;
9112;Two children are playing soccer in the park;Two children are playing with a ball in the park;A_entails_B;B_neutral_A;correct: A entails B;;;
9114;Two little boys are playing outside with a soccer ball on the green grass;Children are playing outside with a soccer ball on the green grass;A_entails_B;B_neutral_A;correct: A entails B;;;
9118;Two little boys are playing outside with a soccer ball on the green grass;Two children are playing with a ball in the park;A_entails_B;B_neutral_A;wrong: A should be neutral to B;green grass + outside !=> park;;
9130;A man is standing in the middle of a gym and is wearing a jersey;A man is standing in a gym and is wearing a jersey;A_entails_B;B_neutral_A;correct: A entails B;;;
9136;A man in a black jersey is standing in a gym;A man is standing in a gym and is wearing a jersey;A_entails_B;B_neutral_A;correct: A entails B;;;
9143;The snowboarder is jumping off a snowy hill;A snowboarder is jumping off the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
9145;The snowboarder is jumping off a snow covered hill;The snowboarder is jumping off the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
9147;The snowboarder is jumping off a snow covered hill;A snowboarder is jumping off the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
